Age,fnlwgt,education,education-num,sex,capital-gain,capital-loss,hours-per-week,salary-status
39,340091,13,10,1,0,0,75,0
25,49092,14,13,0,0,0,40,0
54,186884,13,10,0,0,0,30,0
44,167265,15,14,0,0,0,60,1
34,34104,15,14,0,7688,0,38,1
21,265116,13,10,0,0,0,40,0
50,128378,3,3,0,0,0,55,0
33,158416,9,9,0,0,0,40,0
40,169878,11,12,1,0,0,40,1
44,296728,15,14,0,0,0,40,1
33,342458,11,12,0,0,0,56,0
21,38771,13,10,0,0,0,40,0
35,269300,14,13,1,0,0,60,0
43,111483,13,10,0,7298,0,40,1
51,33863,15,14,0,0,0,45,0
29,132874,9,9,0,0,0,40,0
51,277024,9,9,0,0,0,40,0
35,112160,9,9,0,0,0,40,0
18,703067,7,7,0,0,0,20,0
58,127264,6,6,0,0,0,50,0
57,257200,13,10,0,0,0,40,1
19,57206,9,9,1,0,0,20,0
37,201319,13,10,1,0,0,40,0
38,114079,9,9,0,0,0,44,0
45,230979,13,10,1,0,0,40,0
27,292472,13,10,0,0,0,40,1
38,134444,13,10,0,0,0,72,0
30,172403,9,9,0,0,0,30,0
46,191357,14,13,0,0,0,40,0
60,389254,9,9,0,0,0,40,1
30,303867,9,9,0,0,0,44,0
47,164113,13,10,0,7688,0,40,1
39,111499,14,13,1,0,0,40,0
42,266084,13,10,0,7298,0,45,1
27,61580,13,10,1,0,0,40,0
44,231348,13,10,0,0,0,40,0
33,164748,14,13,0,0,0,40,0
54,205337,14,13,0,0,0,50,1
58,54566,13,10,0,0,0,35,0
45,34419,14,13,0,0,0,30,0
59,116442,13,10,0,0,0,50,0
29,290740,11,12,1,0,0,50,0
27,255582,9,9,1,0,0,40,0
44,112517,15,14,0,0,0,20,1
44,169397,9,9,0,0,0,40,1
33,172664,13,10,0,0,0,70,1
27,329005,9,9,0,0,0,40,0
33,123253,14,13,0,0,0,55,1
55,81865,12,11,1,0,0,40,0
32,173314,12,11,0,0,0,60,0
31,34572,12,11,0,0,0,45,0
57,159028,10,15,0,99999,0,60,1
30,149184,14,13,0,0,0,45,1
28,308709,14,13,1,0,0,48,0
30,257295,13,10,0,0,2258,40,0
29,168479,15,14,0,0,0,40,1
66,142501,9,9,1,0,0,3,0
60,338345,9,9,0,0,0,45,1
31,177675,14,13,0,0,0,40,0
26,262617,9,9,0,2597,0,40,0
24,200997,9,9,0,0,0,45,0
29,176683,14,13,0,0,0,50,1
44,376072,9,9,0,0,0,45,1
34,177675,14,13,0,0,0,55,1
59,348430,14,13,0,0,1902,43,1
23,320451,14,13,0,0,0,24,0
23,38151,7,7,0,0,0,40,0
55,123382,12,11,1,0,0,35,0
39,151029,9,9,0,0,0,40,1
39,484475,7,7,0,0,0,40,0
57,329792,4,4,0,0,0,75,0
35,148903,9,9,1,0,0,40,0
39,301614,12,11,0,0,0,48,1
47,176319,9,9,1,0,0,38,1
53,53197,16,16,0,0,0,50,1
23,291407,13,10,0,0,0,25,0
35,204527,15,14,0,0,0,50,1
44,476391,13,10,1,0,0,40,0
28,224964,9,9,1,0,0,25,0
26,306225,14,13,1,0,0,40,0
23,292023,9,9,0,0,0,45,0
32,94041,9,9,0,0,0,25,0
49,187563,13,10,0,0,0,50,1
36,176101,13,10,0,2174,0,60,0
36,749105,9,9,1,0,0,36,0
21,216070,11,12,1,0,0,46,1
54,105010,14,13,0,0,0,40,1
43,198203,13,10,1,0,0,40,0
35,215419,13,10,1,0,0,40,0
31,120460,13,10,0,0,0,50,1
46,199316,13,10,0,0,0,40,0
46,146919,9,9,1,0,0,40,0
56,174744,9,9,0,0,0,40,0
21,249957,9,9,0,0,0,40,0
51,146574,15,14,0,0,0,50,1
47,156417,13,10,0,0,0,20,0
42,236110,3,3,0,0,0,40,0
19,63363,13,10,1,0,0,30,0
25,190107,14,13,0,0,0,40,0
37,126569,15,14,0,0,0,60,1
35,176756,8,8,0,0,0,40,0
40,115161,9,9,0,0,0,30,0
57,138892,7,7,0,0,0,15,0
38,256864,9,9,0,0,0,50,1
48,265083,6,6,1,0,0,38,0
34,249948,13,10,1,0,0,34,0
46,31141,13,10,0,0,0,40,0
30,164190,9,9,0,0,0,38,0
45,67544,15,14,0,0,0,50,0
32,174789,14,13,0,0,0,50,1
35,199753,9,9,0,0,0,48,0
62,122246,13,10,1,8614,0,39,1
50,96586,12,11,0,0,0,40,0
25,189590,14,13,0,0,0,40,0
41,140590,13,10,0,0,0,33,0
35,255702,9,9,1,0,0,27,0
33,260782,13,10,0,0,0,41,1
38,169926,11,12,1,0,1902,40,1
37,151322,14,13,0,0,0,40,0
56,192869,9,9,0,0,0,40,1
19,93604,4,4,0,0,1602,32,0
31,86958,5,5,1,0,0,40,0
53,228723,9,9,0,0,0,40,1
33,192644,9,9,0,0,0,35,0
72,284080,2,2,0,0,0,40,0
54,43269,9,9,0,0,0,50,1
30,190040,14,13,1,0,0,40,0
51,306108,16,16,0,0,0,40,1
30,220148,9,9,0,0,1848,50,1
30,381645,14,13,0,0,0,50,0
32,216361,13,10,0,0,0,16,0
30,213722,13,10,0,0,0,50,1
35,112271,15,14,0,0,0,40,0
40,208277,13,10,1,0,0,44,1
38,352628,14,13,1,0,0,40,0
19,129620,6,6,1,0,0,30,0
32,249550,13,10,0,0,0,44,0
49,178749,15,14,1,0,0,40,0
60,167670,14,13,0,0,0,35,0
60,81578,5,5,0,0,0,40,0
55,160662,16,16,0,0,0,80,1
41,163322,14,13,1,0,0,30,0
24,152189,9,9,0,0,0,40,0
53,106176,15,14,0,7298,0,60,1
69,159191,13,10,1,0,810,38,0
41,78410,9,9,1,0,0,40,1
32,131379,9,9,1,0,0,40,0
45,166929,7,7,0,0,0,40,0
59,380357,14,13,0,0,0,40,0
31,79190,9,9,1,0,0,35,0
40,342164,9,9,1,0,0,37,0
44,182616,12,11,0,0,0,40,1
63,339473,13,10,1,0,0,60,0
31,381153,13,10,0,15024,0,56,1
51,300816,14,13,0,0,0,20,0
51,240988,7,7,0,0,0,40,0
23,149224,9,9,0,0,0,40,0
49,168216,4,4,0,0,0,48,0
56,286487,9,9,0,2885,0,45,0
39,305597,9,9,0,0,0,40,1
39,109766,10,15,0,15024,0,50,1
30,188798,9,9,1,0,0,40,0
43,240170,14,13,0,0,0,50,0
31,459465,13,10,0,0,0,50,0
44,162506,15,14,0,0,0,35,0
43,145441,10,15,0,0,0,30,1
37,129573,16,16,0,0,0,72,1
41,27444,13,10,0,0,0,46,1
43,195258,9,9,0,0,0,40,1
47,55272,13,10,0,0,0,40,1
38,164526,10,15,0,0,2824,45,1
46,27802,12,11,0,0,0,40,0
19,165289,13,10,1,0,0,40,0
19,274657,3,3,0,0,0,50,0
24,317175,14,13,0,0,0,45,1
39,163237,13,10,0,0,0,65,0
37,170408,12,11,1,0,0,30,0
40,76625,9,9,0,0,0,40,0
27,366066,11,12,1,0,0,40,0
22,349368,9,9,1,0,0,40,0
21,286824,13,10,0,0,0,12,0
32,373263,9,9,1,0,0,40,0
20,161978,9,9,0,0,0,40,0
45,543922,15,14,0,14344,0,48,1
46,109089,10,15,0,0,0,40,1
46,110151,12,11,1,0,0,45,0
26,34110,13,10,0,0,0,44,0
47,118506,14,13,0,0,0,60,0
22,117789,13,10,1,0,0,10,0
34,353881,9,9,0,0,0,60,0
49,200471,2,2,0,0,0,40,0
20,258517,13,10,0,0,0,25,0
28,190367,9,9,0,0,0,45,0
30,174704,7,7,0,0,0,40,0
23,179413,9,9,0,0,0,40,0
20,329530,5,5,0,0,0,40,0
31,273818,13,10,0,0,0,55,0
46,256522,2,2,0,0,0,40,0
42,196001,9,9,1,0,0,40,0
60,282660,4,4,0,0,0,40,0
30,72630,14,13,0,0,0,50,0
27,50295,13,10,0,0,0,48,0
20,203240,5,5,1,0,0,32,0
56,172618,14,13,0,7688,0,40,1
41,202168,13,10,0,0,0,60,1
61,176839,9,9,0,0,0,40,0
47,176140,9,9,1,0,0,40,1
60,39952,5,5,0,2228,0,37,0
33,292465,5,5,0,0,0,50,0
48,355320,14,13,0,0,0,45,1
56,182460,9,9,0,0,0,40,1
50,69345,12,11,0,3103,0,55,1
57,102058,15,14,0,0,0,40,1
20,165804,13,10,1,0,0,40,0
46,318259,12,11,1,0,0,36,0
21,117606,13,10,1,0,0,40,0
37,170718,9,9,0,0,0,40,0
42,413297,13,10,0,0,0,40,0
20,190457,9,9,1,0,0,30,0
54,88278,16,16,0,0,1977,50,1
32,217296,9,9,1,4064,0,22,0
50,123429,13,10,0,0,0,40,1
49,420282,13,10,1,0,0,40,0
48,498325,11,12,0,0,0,50,0
24,248533,13,10,1,0,0,40,0
46,137354,15,14,0,0,0,40,1
42,272910,9,9,1,0,0,40,0
52,206054,13,10,0,0,0,40,0
58,92141,11,12,1,0,0,40,0
37,163199,13,10,1,0,0,40,0
34,195860,9,9,0,0,0,40,0
26,115717,13,10,0,0,2051,40,0
18,120029,13,10,1,0,0,20,0
33,221762,13,10,0,0,0,40,0
41,342164,13,10,1,0,0,15,0
21,176356,11,12,1,0,0,20,0
23,133239,12,11,1,0,0,40,0
26,169101,13,10,1,0,0,40,0
33,159442,14,13,1,0,0,40,0
24,174461,13,10,1,0,0,45,0
43,361280,6,6,0,0,0,42,0
52,447579,9,9,1,0,0,40,0
61,248448,4,4,1,0,0,40,0
35,161141,9,9,0,0,0,40,0
35,212465,9,9,0,0,0,40,1
45,170871,9,9,0,15024,0,55,1
43,233865,9,9,0,0,0,40,1
51,163052,9,9,0,0,0,40,1
35,348690,14,13,0,0,0,40,0
47,34845,14,13,0,0,0,45,1
22,206861,13,10,0,0,0,40,0
49,349230,12,11,0,0,0,60,1
20,130840,9,9,0,0,0,20,0
19,415354,6,6,1,0,0,40,0
27,132191,9,9,0,0,0,40,0
42,202466,11,12,1,0,0,45,0
23,236804,13,10,0,0,0,35,0
20,107658,13,10,1,0,0,10,0
47,102771,9,9,0,0,0,50,0
17,221403,8,8,0,0,0,18,0
39,52645,13,10,1,0,0,40,0
25,276310,5,5,0,0,0,40,0
31,134613,12,11,1,0,0,43,0
44,215479,9,9,0,0,0,20,0
53,266529,12,11,0,0,0,40,1
34,265807,13,10,0,0,0,45,0
45,67716,13,10,0,0,0,60,0
34,178951,9,9,0,0,0,45,0
35,241126,15,14,0,0,0,40,1
36,176544,13,10,0,0,0,48,0
45,169180,13,10,1,0,0,45,0
37,282461,13,10,0,0,0,60,0
53,157069,11,12,0,0,0,40,1
35,99357,15,14,1,15024,0,50,1
38,414991,9,9,0,0,0,70,0
65,338316,13,10,0,0,0,40,0
49,59612,6,6,0,0,0,70,0
24,220426,9,9,0,0,0,40,0
54,115912,13,10,0,0,0,40,0
17,27032,6,6,1,0,0,12,0
19,170720,8,8,0,0,0,16,0
60,183162,9,9,1,0,0,40,0
46,192360,14,13,0,0,0,35,1
26,128553,13,10,1,0,0,40,0
58,209423,2,2,0,0,0,38,0
37,121510,9,9,0,0,0,55,0
41,93793,15,14,0,0,0,38,1
30,133602,14,13,0,0,0,40,0
19,391329,13,10,1,0,0,30,0
48,96359,14,13,0,0,0,60,1
22,203894,13,10,1,0,0,24,0
50,196193,15,14,0,0,0,60,0
25,195994,2,2,1,0,0,40,0
18,50879,6,6,0,0,0,6,0
21,186849,9,9,0,0,0,40,0
47,201127,13,10,0,0,0,50,0
33,110998,9,9,1,0,0,36,0
39,190466,9,9,0,2174,0,40,0
67,173935,14,13,0,0,0,8,1
19,167140,13,10,0,0,1602,24,0
18,110230,6,6,0,0,0,11,0
36,287658,9,9,0,0,0,40,0
23,224954,13,10,0,0,0,25,0
40,37618,13,10,0,0,0,40,0
73,29306,9,9,0,0,0,40,0
35,37314,13,10,0,5013,0,40,0
31,420749,11,12,0,0,0,40,1
20,482732,6,6,0,0,0,40,0
20,206215,9,9,1,0,0,40,0
27,101364,9,9,0,0,0,40,0
66,185369,6,6,0,0,0,30,0
66,216856,15,14,0,0,0,50,0
64,256019,15,14,1,0,0,35,0
48,348144,13,10,0,3325,0,53,0
24,190293,14,13,1,0,0,40,0
51,25932,9,9,0,0,0,60,0
25,176729,14,13,0,0,0,60,1
33,166961,7,7,1,0,0,20,0
50,86373,9,9,0,0,0,50,0
51,320513,4,4,0,0,0,50,0
34,190290,14,13,0,0,0,38,1
41,111891,4,4,1,0,0,40,0
30,45796,13,10,0,0,0,40,0
59,108496,13,10,0,2907,0,40,0
41,120539,13,10,0,3103,0,40,1
36,164526,15,14,0,10520,0,45,1
37,323155,2,2,0,0,0,85,0
28,65389,9,9,0,0,0,30,0
19,414871,9,9,0,0,0,40,0
28,161607,13,10,0,0,0,45,0
62,224953,6,6,0,0,0,40,0
36,261382,15,14,0,15024,0,45,1
58,231818,6,6,0,0,0,40,0
42,184018,9,9,0,1151,0,50,0
43,133060,9,9,0,0,0,40,0
29,35032,9,9,0,0,0,40,0
32,304212,9,9,0,0,0,50,0
64,50442,5,5,0,0,0,40,0
39,146091,14,13,1,0,0,20,1
26,267431,14,13,1,0,0,20,0
19,121240,9,9,0,0,0,30,0
21,192572,9,9,1,0,0,45,0
32,211028,13,10,1,0,0,40,0
30,346122,11,12,0,5013,0,45,0
26,202203,14,13,1,0,0,50,0
20,159297,13,10,1,0,0,15,0
19,310158,13,10,0,0,0,30,0
33,193246,14,13,0,0,0,42,1
23,200089,13,10,0,0,0,40,0
29,38353,9,9,0,0,0,45,0
42,76280,9,9,1,0,0,40,0
30,243665,9,9,0,0,0,50,0
63,68872,9,9,1,0,0,20,0
34,103596,9,9,0,0,0,40,0
60,88055,13,10,0,0,0,24,0
48,186203,9,9,0,0,0,50,0
25,257910,14,13,0,0,0,50,0
27,200227,12,11,1,0,0,40,0
55,124975,9,9,0,27828,0,55,1
32,227669,13,10,1,0,0,40,0
22,117210,13,10,0,0,0,25,0
25,76144,9,9,0,0,0,50,0
18,98667,7,7,1,0,0,16,0
24,155818,13,10,1,0,0,44,0
29,283760,14,13,1,0,0,40,0
39,186183,9,9,0,0,0,40,1
33,202153,15,14,0,0,0,40,0
57,365683,9,9,1,0,0,40,1
22,187538,6,6,1,0,0,40,0
33,126950,9,9,0,0,0,60,0
42,110028,9,9,0,0,0,40,0
43,104660,14,13,0,0,0,45,0
57,437281,13,10,0,0,0,38,1
42,259643,15,14,0,4650,0,40,0
22,217961,13,10,0,0,1719,30,0
42,120539,14,13,0,0,0,50,1
39,25803,13,10,0,0,0,55,0
41,63596,13,10,1,0,0,32,1
20,325493,9,9,0,0,0,40,0
47,211239,13,10,0,0,0,40,0
44,206686,13,10,1,0,0,40,0
29,427965,14,13,1,0,0,40,0
52,218550,13,10,1,14084,0,16,1
71,163385,13,10,0,0,0,35,1
52,124993,9,9,0,0,0,55,0
36,107410,9,9,0,0,0,40,0
53,152373,13,10,0,0,0,48,1
37,161226,9,9,1,0,0,30,1
26,213799,6,6,0,0,0,40,0
34,204461,14,13,0,0,0,55,1
35,377798,14,13,0,0,0,50,1
20,116375,5,5,1,0,0,40,0
34,210164,13,10,0,0,1740,40,0
56,258752,14,13,0,0,0,60,0
39,327435,14,13,1,0,0,36,1
24,301199,13,10,1,0,0,20,0
24,186221,7,7,1,0,0,35,0
23,203924,14,13,0,0,0,50,0
27,192236,14,13,0,0,0,45,0
25,152035,9,9,1,0,0,40,0
29,201454,13,10,1,0,0,40,0
42,156580,13,10,1,0,0,37,1
51,115851,9,9,0,0,0,40,0
31,106753,12,11,0,0,1740,40,0
59,359292,2,2,0,0,0,40,0
29,83003,9,9,1,0,0,40,0
18,78817,9,9,1,0,0,20,0
24,200967,9,9,1,0,0,36,0
38,107164,13,10,0,0,0,40,0
36,189674,9,9,1,0,0,28,0
34,90614,9,9,0,0,0,50,0
42,323790,14,13,0,0,1977,70,1
45,242552,8,8,0,0,0,35,0
21,90935,12,11,0,0,0,40,0
64,165667,16,16,0,7688,0,60,1
32,162604,9,9,0,0,0,40,0
45,205424,14,13,0,0,0,40,1
53,97411,3,3,0,0,0,40,0
42,184857,9,9,0,0,0,16,0
32,165226,9,9,1,0,0,40,0
49,115784,9,9,0,0,0,40,0
62,368476,3,3,0,0,0,24,0
28,53063,14,13,0,0,0,45,0
32,153471,9,9,0,0,0,35,0
37,107164,6,6,0,0,2559,50,1
38,180303,14,13,0,0,0,50,1
44,236321,9,9,0,0,0,25,0
19,141868,9,9,0,0,0,40,0
24,203518,14,13,1,0,0,40,0
58,119558,9,9,0,0,0,50,1
56,108276,14,13,1,0,0,40,0
37,385452,6,6,1,0,0,40,0
43,162003,13,10,0,0,0,40,0
32,349028,9,9,0,0,0,40,0
34,45114,14,13,1,0,0,40,0
44,112797,5,5,1,0,0,50,0
28,183639,9,9,0,0,0,40,0
35,177121,9,9,1,0,0,35,0
38,239755,9,9,0,0,0,40,0
26,150361,13,10,1,0,0,40,0
20,293091,7,7,0,0,0,60,0
24,200089,9,9,0,0,0,60,1
40,91836,9,9,0,0,0,45,0
23,324960,9,9,0,0,0,40,0
79,84616,7,7,0,0,0,7,0
44,252930,6,6,1,0,0,42,0
51,44000,15,14,1,99999,0,50,1
30,154843,9,9,0,0,0,40,0
52,99307,11,12,0,3103,0,48,1
41,182567,14,13,0,0,0,40,1
33,93206,3,3,0,0,0,40,0
50,100109,14,13,0,0,0,45,1
51,114927,12,11,0,7298,0,40,1
41,121287,9,9,0,0,0,40,0
35,189916,14,13,1,0,0,30,1
34,157747,13,10,0,7298,0,40,1
28,39232,14,13,0,0,0,45,0
31,133861,12,11,0,0,0,40,0
22,505980,9,9,0,0,0,40,0
65,193216,9,9,0,9386,0,40,1
39,140752,9,9,0,0,0,50,1
23,549349,13,10,0,0,0,40,0
29,179008,11,12,0,0,0,50,0
57,190554,6,6,0,0,0,60,1
47,80924,13,10,1,0,0,35,0
51,319054,9,9,0,0,0,60,0
34,297094,9,9,0,0,0,40,0
52,170562,9,9,0,0,0,60,1
29,240738,9,9,0,0,0,40,1
29,297544,9,9,0,0,0,40,0
25,169905,13,10,0,0,0,40,0
21,149637,13,10,1,0,0,40,0
38,182526,14,13,1,0,0,40,0
55,158315,9,9,0,0,0,50,1
61,227232,14,13,1,0,0,30,0
34,96483,11,12,1,8614,0,60,1
41,286970,14,13,0,0,0,40,0
27,223529,12,11,0,0,0,43,0
78,316261,14,13,0,99999,0,20,1
40,170214,9,9,0,0,0,40,1
26,224361,4,4,0,0,0,75,0
43,124919,9,9,0,0,0,60,0
25,306352,12,11,0,0,0,40,0
26,227858,13,10,1,0,0,48,0
43,150533,9,9,0,0,0,68,1
25,144478,13,10,0,0,0,40,0
22,254547,13,10,1,0,0,30,0
52,313243,9,9,0,0,0,55,1
61,149981,9,9,1,2414,0,5,0
42,125461,14,13,0,0,0,40,0
21,306967,12,11,1,0,0,40,0
44,192976,9,9,0,0,0,40,0
65,192133,9,9,0,2290,0,40,0
33,339388,11,12,0,0,0,40,0
22,203240,6,6,1,0,0,40,0
43,83827,9,9,1,0,0,24,0
45,160440,9,9,0,0,0,42,0
42,108502,9,9,1,0,0,42,0
37,410913,9,9,0,0,0,40,0
56,193818,5,5,0,0,0,40,0
40,103789,11,12,1,0,0,32,0
31,34572,14,13,0,0,0,55,0
26,43408,14,13,0,0,0,40,0
26,105787,14,13,0,0,0,40,0
42,90693,14,13,0,0,0,70,0
45,285575,9,9,0,0,0,40,0
47,56482,13,10,0,7688,0,50,1
22,496025,13,10,0,0,0,40,0
33,382764,14,13,0,0,0,40,0
37,259284,9,9,0,0,0,50,0
48,185385,9,9,0,0,0,98,0
57,286836,6,6,0,0,0,8,0
47,139145,13,10,1,0,0,60,0
58,44246,5,5,0,0,0,40,0
55,169611,7,7,1,0,0,40,0
52,133403,13,10,0,0,0,55,0
29,187327,14,13,0,0,0,40,0
42,180032,15,14,1,0,0,40,0
23,46561,9,9,0,0,0,60,0
23,86065,8,8,1,0,0,30,0
46,256014,12,11,0,0,0,60,0
30,188403,13,10,0,0,0,40,0
43,396758,14,13,1,0,1887,70,1
25,60485,13,10,1,0,0,30,0
32,271276,9,9,0,0,0,80,1
56,229525,5,5,0,0,0,40,0
33,34574,9,9,0,0,0,43,0
19,112432,13,10,0,0,0,10,0
20,105312,13,10,1,0,0,18,0
34,221396,13,10,0,0,0,40,0
34,304872,5,5,1,0,0,40,0
55,319733,9,9,0,0,0,40,0
55,176012,5,5,1,0,0,23,0
31,213750,13,10,0,0,0,45,0
30,248384,9,9,1,0,0,40,0
31,351187,9,9,0,0,0,40,0
51,138179,9,9,0,0,1876,40,0
59,50223,9,9,0,0,0,40,0
58,117477,9,9,1,0,0,36,0
40,194360,5,5,0,0,0,40,0
54,118108,9,9,0,0,0,40,0
25,90730,14,13,0,0,1977,40,1
18,38307,7,7,0,0,0,30,0
41,116391,13,10,0,0,0,40,0
57,210496,6,6,1,0,0,40,0
37,168475,9,9,0,0,0,40,1
46,174386,9,9,1,0,0,24,0
39,166744,9,9,1,0,0,38,0
19,375114,9,9,1,0,0,40,0
41,373469,11,12,0,0,0,40,0
54,339667,9,9,0,0,0,41,0
39,91711,15,14,0,0,0,40,1
41,82049,9,9,0,0,0,40,1
26,236242,10,15,1,0,0,30,0
57,140319,9,9,0,0,0,50,0
33,34080,13,10,0,0,0,40,1
56,204816,13,10,0,0,0,40,1
60,187124,9,9,0,0,0,40,0
22,72310,9,9,0,0,0,70,0
58,175127,8,8,0,0,0,40,0
48,205707,15,14,1,10520,0,50,1
45,236586,15,14,0,7688,0,55,1
18,71792,9,9,1,0,0,40,0
56,87584,9,9,1,0,0,40,0
48,136878,9,9,0,0,0,60,1
40,287983,14,13,1,0,2258,48,0
38,110607,9,9,0,0,0,32,0
58,109015,13,10,1,0,0,40,0
23,235071,13,10,0,0,0,50,0
63,88653,13,10,0,0,0,40,0
51,332243,14,13,0,0,0,45,0
44,45093,9,9,0,0,0,70,0
46,161337,13,10,0,0,0,40,0
64,211222,14,13,0,0,0,40,0
32,295117,14,13,0,0,0,40,1
31,206541,13,10,0,0,0,40,0
36,238415,12,11,0,0,0,50,1
21,29810,9,9,1,0,0,50,0
30,108023,13,10,0,0,0,40,0
31,114324,12,11,1,0,0,40,0
54,172281,9,9,0,0,2051,50,0
59,197290,5,5,0,0,0,40,0
28,191177,15,14,1,0,0,20,1
57,562558,9,9,1,0,0,40,0
44,79531,9,9,0,0,0,45,0
53,157881,13,10,0,0,0,60,0
58,204816,13,10,0,0,0,60,1
19,185695,13,10,1,0,0,20,0
39,167482,11,12,0,0,0,50,1
31,83748,13,10,1,0,0,70,0
27,39232,9,9,0,0,0,40,0
46,236827,5,5,1,0,0,40,0
37,154410,15,14,0,0,0,40,0
27,135308,14,13,1,0,0,40,0
33,204042,13,10,0,0,0,55,0
20,308239,13,10,0,0,0,16,0
55,183884,9,9,0,0,0,45,0
39,98948,11,12,1,0,0,40,0
41,141642,9,9,1,0,0,40,0
30,162623,14,13,1,0,0,40,0
39,186934,14,13,0,0,0,40,0
28,179512,9,9,1,0,0,50,0
25,391192,13,10,0,0,0,24,0
31,87054,9,9,0,0,0,50,0
51,30008,9,9,0,0,0,60,0
24,113466,14,13,0,0,0,40,0
70,642830,9,9,1,0,0,32,0
23,182117,13,10,0,0,0,40,0
61,162432,9,9,1,0,0,40,0
45,242184,4,4,0,0,0,55,1
47,170850,9,9,0,4064,0,60,0
56,435022,13,10,1,0,0,50,0
79,120707,16,16,0,20051,0,35,1
20,170800,13,10,1,0,0,15,0
30,268575,9,9,0,0,0,40,0
27,269354,14,13,0,0,0,25,0
40,224232,14,13,0,0,0,40,1
58,177368,9,9,0,0,0,40,1
71,163293,10,15,0,0,0,2,0
50,178530,10,15,0,0,0,60,1
29,183523,13,10,0,0,0,40,0
33,207267,6,6,1,3418,0,35,0
60,27037,9,9,0,0,0,40,1
33,176711,11,12,0,0,0,50,0
43,163215,14,13,1,0,0,35,1
33,394727,6,6,0,0,0,40,0
33,195488,9,9,1,0,0,52,0
32,443546,9,9,0,0,0,45,0
21,121023,13,10,1,0,0,9,0
38,51838,9,9,1,0,0,40,0
38,258888,13,10,1,0,0,35,1
39,189385,13,10,1,0,0,30,0
17,198146,7,7,1,0,0,15,0
21,337766,13,10,0,0,0,40,0
42,210525,13,10,0,0,0,20,1
42,185602,9,9,1,0,0,40,1
36,173804,7,7,1,0,0,40,0
32,251243,13,10,1,0,0,50,1
37,415847,14,13,0,0,0,40,1
28,119793,14,13,0,0,0,40,0
37,181705,12,11,0,0,0,40,0
50,182360,9,9,1,0,0,60,0
49,61885,7,7,0,0,0,40,0
40,146520,15,14,0,0,0,40,1
40,323790,13,10,0,0,0,40,0
49,146268,13,10,0,0,0,40,0
35,287031,15,14,0,8614,0,40,1
33,292217,9,9,0,0,0,40,0
24,88126,9,9,0,0,0,40,0
41,143046,15,14,1,0,0,40,0
43,401623,13,10,0,0,0,40,1
36,283122,9,9,0,0,1902,60,1
84,155057,14,13,0,0,0,20,0
23,260254,9,9,0,0,0,40,0
41,152292,14,13,0,0,0,50,1
55,138594,9,9,0,0,1977,45,1
30,523095,13,10,0,0,0,45,0
46,175262,11,12,0,0,0,40,0
55,323706,13,10,0,0,1902,40,1
34,316470,13,10,0,0,0,40,0
54,163815,15,14,0,0,0,60,0
27,72208,13,10,0,0,0,40,0
52,74784,15,14,1,0,0,40,1
36,383518,13,10,1,99999,0,40,1
25,266668,9,9,0,0,0,40,0
52,347519,14,13,0,0,0,55,1
24,336088,9,9,1,0,0,50,0
36,190350,9,9,1,0,0,40,0
31,204052,9,9,0,0,0,40,0
90,155981,14,13,0,10566,0,50,0
67,195161,15,14,0,20051,0,60,1
22,269583,4,4,0,2580,0,40,0
47,26994,13,10,1,0,0,35,0
32,116539,14,13,0,0,1887,55,1
55,189933,4,4,0,0,0,50,0
32,101283,9,9,1,0,0,35,0
48,113598,13,10,1,0,0,40,0
21,188793,9,9,0,0,0,35,0
33,109996,11,12,1,0,0,40,0
27,195681,13,10,1,0,0,48,0
47,436770,12,11,1,0,0,40,0
18,84253,7,7,1,0,0,24,0
44,383493,9,9,0,0,0,60,1
23,216867,13,10,0,0,0,37,0
18,401051,6,6,1,0,0,35,0
56,83196,9,9,0,0,0,50,0
24,325596,14,13,0,0,0,35,0
43,187322,14,13,0,0,0,40,1
23,193949,14,13,1,0,0,60,0
26,133373,13,10,0,0,0,42,0
42,113324,9,9,0,0,0,40,0
23,178818,9,9,1,0,0,40,0
53,152810,6,6,0,0,0,40,0
51,335997,9,9,0,4386,0,55,1
40,436493,9,9,0,0,0,25,0
27,704108,14,13,0,0,0,50,0
24,150084,13,10,0,0,0,60,0
42,341204,9,9,1,0,0,40,0
41,187336,9,9,1,0,0,40,0
23,204209,13,10,0,0,0,10,0
42,206066,15,14,0,0,0,65,0
38,63509,9,9,0,0,0,40,1
63,391121,4,4,0,0,0,30,0
31,56026,9,9,0,0,0,40,0
18,60981,7,7,1,0,0,4,0
21,228255,13,10,0,0,0,30,0
24,86745,14,13,1,0,0,40,0
55,234327,13,10,0,0,0,40,0
20,59948,5,5,1,114,0,20,0
31,137814,13,10,1,0,0,30,0
23,167692,13,10,1,0,0,20,0
35,245090,9,9,0,0,0,40,0
51,256963,13,10,0,0,0,60,0
19,160033,13,10,1,0,0,30,0
38,289430,9,9,0,0,0,56,0
52,305053,9,9,0,0,2051,40,0
70,172370,10,15,0,0,0,25,0
53,320510,6,6,0,0,0,40,0
59,171355,16,16,0,0,0,40,1
39,65027,13,10,0,0,0,43,0
18,215190,8,8,1,0,0,20,0
24,138938,13,10,1,0,0,40,0
25,557082,9,9,1,0,0,38,0
32,273287,13,10,0,0,0,40,0
34,77209,9,9,0,0,1902,60,1
35,317153,9,9,1,0,0,40,0
50,95469,9,9,0,7298,0,45,1
18,302859,9,9,0,0,0,20,0
37,333651,9,9,0,0,0,42,0
30,177596,13,10,1,0,0,36,0
