year,month,day,hour,DEWP,TEMP,PRES,Iws,Is,Ir,pm2.5
2012,3,26,14,-6,17,1017,3.13,0,0,144,
2012,3,26,15,-4,18,1016,3.13,0,0,148,
2012,3,26,16,-4,18,1015,6.26,0,0,147,
2012,3,26,17,-3,18,1015,9.39,0,0,135,
2012,3,26,18,-3,15,1016,10.28,0,0,134,
2012,3,26,19,-2,13,1016,11.17,0,0,146,
2012,3,26,20,-1,9,1017,0.89,0,0,204,
2012,3,26,21,-2,8,1017,1.78,0,0,238,
2012,3,26,22,-1,7,1018,0.89,0,0,237,
2012,3,26,23,0,8,1018,0.89,0,0,280,
2012,3,27,0,-1,5,1019,3.13,0,0,280,
2012,3,27,1,1,5,1019,4.02,0,0,283,
2012,3,27,2,-2,4,1019,5.81,0,0,250,
2012,3,27,3,-2,4,1019,8.94,0,0,261,
2012,3,27,4,-3,5,1019,12.07,0,0,235,
2012,3,27,5,-3,5,1020,13.86,0,0,161,
2012,3,27,6,-4,2,1020,16.99,0,0,139,
2012,3,27,7,-2,5,1021,20.12,0,0,131,
2012,3,27,8,-3,11,1022,23.25,0,0,152,
2012,3,27,9,-5,15,1022,26.38,0,0,119,
2012,3,27,10,-6,17,1022,29.51,0,0,87,
2012,3,27,11,-8,20,1022,32.64,0,0,72,
2012,3,27,12,-9,22,1021,35.77,0,0,49,
2012,3,27,13,-12,23,1020,40.69,0,0,27,
2012,3,27,14,-11,23,1019,45.61,0,0,26,
2012,3,27,15,-11,24,1019,52.76,0,0,32,
2012,3,27,16,-10,25,1018,58.57,0,0,31,
2012,3,27,17,-10,23,1018,1.79,0,0,34,
2012,3,27,18,-8,21,1019,0.89,0,0,42,
2012,3,27,19,-10,21,1019,4.02,0,0,41,
2012,3,27,20,-6,17,1020,4.91,0,0,56,
2012,3,27,21,-4,13,1021,0.89,0,0,72,
2012,3,27,22,-4,11,1022,1.78,0,0,95,
2012,3,27,23,-4,10,1022,0.89,0,0,131,
2012,3,28,0,-8,16,1023,4.91,0,0,117,
2012,3,28,1,-9,16,1024,8.93,0,0,26,
2012,3,28,2,-8,15,1024,13.85,0,0,16,
2012,3,28,3,-8,14,1024,16.98,0,0,18,
2012,3,28,4,-8,9,1025,20.11,0,0,3,
2012,3,28,5,-8,10,1026,0.45,0,0,5,
2012,3,28,6,-7,5,1026,1.34,0,0,40,
2012,3,28,7,-4,8,1027,1.79,0,0,78,
2012,3,28,8,-5,13,1027,1.79,0,0,97,
2012,3,28,9,-5,15,1028,1.79,0,0,96,
2012,3,28,10,-6,16,1027,5.81,0,0,62,
2012,3,28,11,-5,18,1027,10.73,0,0,61,
2012,3,28,12,-6,19,1026,15.65,0,0,58,
2012,3,28,13,-5,19,1025,20.57,0,0,51,
2012,3,28,14,-4,19,1023,25.49,0,0,59,
2012,3,28,15,-4,19,1022,32.64,0,0,57,
2012,3,28,16,-5,18,1021,38.45,0,0,48,
2012,3,28,17,-4,17,1020,44.26,0,0,48,
2012,3,28,18,-5,16,1020,50.07,0,0,41,
2012,3,28,19,-5,14,1020,54.99,0,0,37,
2012,3,28,20,-5,13,1020,58.12,0,0,32,
2012,3,28,21,-4,12,1020,61.25,0,0,38,
2012,3,28,22,-4,11,1019,65.27,0,0,47,
2012,3,28,23,-3,11,1019,68.4,0,0,45,
2012,3,29,0,-3,11,1017,0.89,0,0,47,
2012,3,29,1,-3,11,1017,1.78,0,0,54,
2012,3,29,2,-3,10,1016,2.67,0,0,66,
2012,3,29,3,-1,10,1015,3.56,0,1,60,
2012,3,29,4,-1,9,1014,0.89,0,2,69,
2012,3,29,5,-2,9,1014,0.89,0,0,77,
2012,3,29,6,-1,8,1013,0.89,0,0,80,
2012,3,29,7,-2,9,1014,1.78,0,0,77,
2012,3,29,8,-1,11,1014,4.92,0,1,77,
2012,3,29,9,-2,14,1014,0.89,0,0,79,
2012,3,29,10,-1,17,1013,1.79,0,0,87,
2012,3,29,11,0,21,1012,4.92,0,0,78,
2012,3,29,12,-4,22,1012,12.07,0,0,64,
2012,3,29,13,-7,23,1011,25.03,0,0,50,
2012,3,29,14,-9,23,1011,36.21,0,0,36,
2012,3,29,15,-9,23,1011,49.17,0,0,30,
2012,3,29,16,-11,22,1011,60.35,0,0,23,
2012,3,29,17,-11,21,1011,72.42,0,0,17,
2012,3,29,18,-13,20,1011,83.6,0,0,16,
2012,3,29,19,-13,17,1013,92.54,0,0,13,
2012,3,29,20,-13,16,1015,102.37,0,0,10,
2012,3,29,21,-13,15,1015,115.33,0,0,8,
2012,3,29,22,-11,13,1018,124.27,0,0,10,
2012,3,29,23,-10,12,1019,136.34,0,0,18,
2012,3,30,0,-11,11,1020,153.33,0,0,15,
2012,3,30,1,-11,10,1021,162.27,0,0,10,
2012,3,30,2,-12,9,1021,171.21,0,0,7,
2012,3,30,3,-12,9,1022,181.04,0,0,10,
2012,3,30,4,-12,8,1022,190.87,0,0,7,
2012,3,30,5,-11,7,1023,198.92,0,0,5,
2012,3,30,6,-11,6,1023,206.07,0,0,7,
2012,3,30,7,-12,7,1024,215.9,0,0,8,
2012,3,30,8,-12,9,1025,223.95,0,0,10,
2012,3,30,9,-11,9,1025,227.97,0,0,11,
2012,3,30,10,-14,10,1024,233.78,0,0,13,
2012,3,30,11,-15,11,1023,245.85,0,0,20,
2012,3,30,12,-14,13,1023,258.81,0,0,22,
2012,3,30,13,-15,13,1022,270.88,0,0,13,
2012,3,30,14,-15,13,1022,279.82,0,0,16,
2012,3,30,15,-17,13,1021,286.97,0,0,8,
2012,3,30,16,-19,12,1020,294.12,0,0,12,
2012,3,30,17,-18,11,1020,303.95,0,0,19,
2012,3,30,18,-17,11,1020,311.1,0,0,13,
2012,3,30,19,-18,11,1019,315.12,0,0,20,
2012,3,30,20,-18,11,1019,318.25,0,0,30,
2012,3,30,21,-10,10,1019,0.89,0,0,32,
2012,3,30,22,-12,10,1018,3.13,0,0,34,
2012,3,30,23,-11,10,1017,3.13,0,0,37,
2012,3,31,0,-10,11,1017,7.15,0,0,40,
2012,3,31,1,-9,8,1017,1.79,0,0,42,
2012,3,31,2,-11,8,1017,5.81,0,0,42,
2012,3,31,3,-16,8,1018,12.96,0,0,33,
2012,3,31,4,-16,7,1018,25.92,0,0,11,
2012,3,31,5,-16,6,1019,34.86,0,0,10,
2012,3,31,6,-16,5,1020,43.8,0,0,10,
2012,3,31,7,-13,5,1021,4.92,0,0,11,
2012,3,31,8,-14,6,1021,10.73,0,0,10,
2012,3,31,9,-16,6,1021,16.54,0,0,17,
2012,3,31,10,-17,8,1022,20.56,0,0,18,
2012,3,31,11,-17,9,1021,25.48,0,0,14,
2012,3,31,12,-17,11,1020,4.02,0,0,21,
2012,3,31,13,-17,11,1020,1.79,0,0,20,
2012,3,31,14,-16,13,1019,5.81,0,0,21,
2012,3,31,15,-16,13,1019,5.81,0,0,24,
2012,3,31,16,-15,13,1018,10.73,0,0,29,
2012,3,31,17,-14,12,1018,14.75,0,0,26,
2012,3,31,18,-13,12,1018,17.88,0,0,27,
2012,3,31,19,-13,9,1018,21.01,0,0,24,
2012,3,31,20,-12,9,1019,24.14,0,0,27,
2012,3,31,21,-12,9,1019,28.16,0,0,54,
2012,3,31,22,-9,7,1019,32.18,0,0,54,
2012,3,31,23,-8,6,1019,33.97,0,0,52,
2012,4,1,0,-8,5,1019,35.76,0,0,39,
2012,4,1,1,-7,5,1019,37.55,0,0,57,
2012,4,1,2,-7,4,1019,40.68,0,0,55,
2012,4,1,3,-7,4,1019,43.81,0,0,71,
2012,4,1,4,-8,4,1019,45.6,0,0,65,
2012,4,1,5,-7,3,1019,0.89,0,0,57,
2012,4,1,6,-4,4,1019,1.79,0,0,54,
2012,4,1,7,-3,4,1019,0.89,0,0,53,
2012,4,1,8,-5,6,1019,1.79,0,0,82,
2012,4,1,9,-7,7,1019,4.92,0,0,90,
2012,4,1,10,-7,9,1019,8.05,0,0,78,
2012,4,1,11,-9,10,1018,12.07,0,0,76,
2012,4,1,12,-7,11,1017,16.99,0,0,79,
2012,4,1,13,-7,12,1015,24.14,0,0,63,
2012,4,1,14,-6,12,1015,29.95,0,0,56,
2012,4,1,15,-7,11,1014,35.76,0,0,49,
2012,4,1,16,-8,11,1014,42.91,0,0,40,
2012,4,1,17,-7,9,1014,50.06,0,0,43,
2012,4,1,18,-7,9,1015,54.98,0,0,38,
2012,4,1,19,-7,8,1015,60.79,0,0,36,
2012,4,1,20,-8,8,1016,64.81,0,0,43,
2012,4,1,21,-9,7,1016,67.94,0,0,47,
2012,4,1,22,-10,7,1016,71.07,0,0,54,
2012,4,1,23,-10,7,1015,72.86,0,0,44,
2012,4,2,0,-10,6,1014,0.89,0,0,28,
2012,4,2,1,-9,6,1014,1.78,0,0,41,
2012,4,2,2,-9,7,1014,1.79,0,0,31,
2012,4,2,3,-8,6,1013,0.89,0,0,35,
2012,4,2,4,-7,6,1013,0.45,0,0,45,
2012,4,2,5,-7,6,1013,0.9,0,0,36,
2012,4,2,6,-6,6,1013,0.89,0,0,28,
2012,4,2,7,-5,6,1014,2.68,0,0,35,
2012,4,2,8,-4,6,1015,4.47,0,0,38,
2012,4,2,9,-5,7,1016,0.89,0,0,49,
2012,4,2,10,-8,9,1016,1.78,0,0,46,
2012,4,2,11,-7,10,1016,1.79,0,0,60,
2012,4,2,12,-7,11,1015,3.58,0,0,52,
2012,4,2,13,-5,11,1015,7.6,0,0,48,
2012,4,2,14,-6,11,1014,10.73,0,0,52,
2012,4,2,15,-6,11,1014,14.75,0,0,55,
2012,4,2,16,-3,11,1014,19.67,0,0,64,
2012,4,2,17,-3,11,1014,24.59,0,0,58,
2012,4,2,18,-3,10,1016,29.51,0,0,55,
2012,4,2,19,-3,10,1017,3.13,0,0,61,
2012,4,2,20,-2,9,1019,4.02,0,0,63,
2012,4,2,21,-6,6,1020,4.92,0,0,12,
2012,4,2,22,-14,10,1020,10.73,0,0,11,
2012,4,2,23,-12,9,1021,18.78,0,0,11,
2012,4,3,0,-10,8,1021,27.72,0,0,11,
2012,4,3,1,-12,7,1022,36.66,0,0,10,
2012,4,3,2,-14,6,1021,42.47,0,0,8,
2012,4,3,3,-14,7,1021,50.52,0,0,7,
2012,4,3,4,-14,5,1020,56.33,0,0,8,
2012,4,3,5,-14,3,1020,61.25,0,0,15,
2012,4,3,6,-13,3,1020,0.89,0,0,17,
2012,4,3,7,-12,5,1020,4.02,0,0,32,
2012,4,3,8,-15,10,1019,1.79,0,0,20,
2012,4,3,9,-14,10,1019,3.13,0,0,24,
2012,4,3,10,-15,12,1018,8.94,0,0,26,
2012,4,3,11,-15,13,1017,14.75,0,0,28,
2012,4,3,12,-14,15,1015,4.92,0,0,34,
2012,4,3,13,-13,17,1013,8.05,0,0,24,
2012,4,3,14,-13,19,1012,8.94,0,0,39,
2012,4,3,15,-12,20,1010,14.75,0,0,35,
2012,4,3,16,-15,21,1009,20.56,0,0,32,
2012,4,3,17,-15,20,1009,28.61,0,0,27,
2012,4,3,18,-16,19,1010,33.53,0,0,10,
2012,4,3,19,-14,18,1010,36.66,0,0,18,
2012,4,3,20,-15,17,1011,40.68,0,0,19,
2012,4,3,21,-16,17,1012,46.49,0,0,15,
2012,4,3,22,-17,16,1011,51.41,0,0,27,
2012,4,3,23,-17,15,1011,0.89,0,0,25,
2012,4,4,0,-13,10,1011,1.79,0,0,18,
2012,4,4,1,-16,14,1010,6.71,0,0,25,
2012,4,4,2,-16,12,1009,8.5,0,0,25,
2012,4,4,3,-16,12,1008,10.29,0,0,9,
2012,4,4,4,-14,9,1008,0.89,0,0,9,
2012,4,4,5,-16,15,1009,7.15,0,0,30,
2012,4,4,6,-15,14,1009,12.96,0,0,19,
2012,4,4,7,-13,15,1010,21.01,0,0,10,
2012,4,4,8,-12,16,1012,25.93,0,0,11,
2012,4,4,9,-11,16,1012,31.74,0,0,32,
2012,4,4,10,-11,18,1013,41.57,0,0,22,
2012,4,4,11,-12,19,1012,49.62,0,0,21,
2012,4,4,12,-12,18,1012,57.67,0,0,21,
2012,4,4,13,-13,19,1012,64.82,0,0,14,
2012,4,4,14,-15,20,1011,76.89,0,0,18,
2012,4,4,15,-15,20,1010,86.72,0,0,22,
2012,4,4,16,-16,19,1010,96.55,0,0,18,
2012,4,4,17,-16,19,1010,104.6,0,0,10,
2012,4,4,18,-15,16,1011,113.54,0,0,11,
2012,4,4,19,-16,14,1012,121.59,0,0,11,
2012,4,4,20,-16,13,1014,128.74,0,0,10,
2012,4,4,21,-16,12,1014,4.02,0,0,11,
2012,4,4,22,-15,12,1015,3.13,0,0,11,
2012,4,4,23,-14,13,1016,8.94,0,0,11,
2012,4,5,0,-14,11,1016,12.07,0,0,19,
2012,4,5,1,-17,12,1016,20.12,0,0,22,
2012,4,5,2,-16,11,1016,27.27,0,0,23,
2012,4,5,3,-15,9,1016,34.42,0,0,11,
2012,4,5,4,-15,9,1016,40.23,0,0,9,
2012,4,5,5,-14,7,1017,46.04,0,0,11,
2012,4,5,6,-14,9,1018,50.96,0,0,12,
2012,4,5,7,-13,10,1018,56.77,0,0,8,
2012,4,5,8,-14,12,1018,61.69,0,0,17,
2012,4,5,9,-13,14,1018,64.82,0,0,14,
2012,4,5,10,-15,14,1017,68.84,0,0,13,
2012,4,5,11,-15,17,1016,75.99,0,0,13,
2012,4,5,12,-14,17,1015,88.06,0,0,31,
2012,4,5,13,-12,19,1015,99.24,0,0,22,
2012,4,5,14,-12,19,1014,109.07,0,0,25,
2012,4,5,15,-12,19,1013,118.9,0,0,13,
2012,4,5,16,-12,18,1013,128.73,0,0,17,
2012,4,5,17,-12,17,1013,140.8,0,0,17,
2012,4,5,18,-12,16,1013,151.98,0,0,13,
2012,4,5,19,-12,15,1014,163.16,0,0,16,
2012,4,5,20,-13,14,1015,171.21,0,0,12,
2012,4,5,21,-12,14,1016,177.02,0,0,13,
2012,4,5,22,-11,13,1017,181.94,0,0,27,
2012,4,5,23,-9,12,1017,189.09,0,0,15,
2012,4,6,0,-8,12,1017,3.13,0,0,15,
2012,4,6,1,-8,12,1017,6.26,0,0,20,
2012,4,6,2,-8,12,1017,9.39,0,0,20,
2012,4,6,3,-6,9,1017,0.89,0,0,17,
2012,4,6,4,-5,8,1017,0.89,0,0,24,
2012,4,6,5,-5,7,1017,0.45,0,0,36,
2012,4,6,6,-5,5,1017,0.9,0,0,37,
2012,4,6,7,-3,8,1018,0.89,0,0,38,
2012,4,6,8,-6,12,1018,1.79,0,0,44,
2012,4,6,9,-8,15,1019,0.89,0,0,51,
2012,4,6,10,-8,19,1018,1.79,0,0,49,
2012,4,6,11,-8,19,1018,5.81,0,0,37,
2012,4,6,12,-8,20,1017,4.02,0,0,37,
2012,4,6,13,-8,21,1016,4.92,0,0,35,
2012,4,6,14,-7,23,1015,8.94,0,0,28,
2012,4,6,15,-7,23,1014,4.02,0,0,24,
2012,4,6,16,-8,23,1014,4.02,0,0,21,
2012,4,6,17,-8,23,1014,7.15,0,0,20,
2012,4,6,18,-3,14,1015,8.05,0,0,32,
2012,4,6,19,-3,10,1017,15.2,0,0,36,
2012,4,6,20,-4,9,1019,20.12,0,0,28,
2012,4,6,21,-5,7,1021,24.14,0,0,18,
2012,4,6,22,-7,6,1022,27.27,0,0,21,
2012,4,6,23,-8,6,1022,29.06,0,0,23,
2012,4,7,0,-8,5,1021,30.85,0,0,18,
2012,4,7,1,-8,3,1021,0.89,0,0,14,
2012,4,7,2,-8,3,1021,0.89,0,0,27,
2012,4,7,3,-8,1,1021,0.89,0,0,42,
2012,4,7,4,-6,2,1020,0.89,0,0,46,
2012,4,7,5,-8,2,1020,0.89,0,0,53,
2012,4,7,6,-8,1,1020,2.68,0,0,52,
2012,4,7,7,-4,4,1020,4.47,0,0,58,
2012,4,7,8,-8,8,1020,6.26,0,0,53,
2012,4,7,9,-9,10,1019,0.89,0,0,56,
2012,4,7,10,-9,11,1018,2.68,0,0,53,
2012,4,7,11,-7,13,1017,4.47,0,0,54,
2012,4,7,12,-7,14,1016,6.26,0,0,63,
2012,4,7,13,-6,16,1014,4.02,0,0,80,
2012,4,7,14,-6,18,1013,8.94,0,0,92,
2012,4,7,15,-4,20,1012,13.86,0,0,81,
2012,4,7,16,-4,20,1011,19.67,0,0,76,
2012,4,7,17,-3,20,1010,23.69,0,0,95,
2012,4,7,18,-2,20,1010,26.82,0,0,87,
2012,4,7,19,-1,16,1010,1.79,0,0,83,
2012,4,7,20,0,15,1011,0.89,0,0,124,
2012,4,7,21,-1,14,1012,1.79,0,0,171,
2012,4,7,22,0,12,1012,0.89,0,0,151,
2012,4,7,23,-1,13,1012,1.79,0,0,147,
2012,4,8,0,-2,12,1013,4.92,0,0,160,
2012,4,8,1,-2,12,1013,6.71,0,0,154,
2012,4,8,2,-1,10,1014,8.5,0,0,123,
2012,4,8,3,-8,10,1014,12.52,0,0,93,
2012,4,8,4,-11,14,1015,17.44,0,0,92,
2012,4,8,5,-14,14,1015,24.59,0,0,49,
2012,4,8,6,-14,13,1016,27.72,0,0,42,
2012,4,8,7,-14,15,1017,33.53,0,0,35,
2012,4,8,8,-16,17,1017,41.58,0,0,33,
2012,4,8,9,-15,18,1017,48.73,0,0,24,
2012,4,8,10,-16,19,1017,54.54,0,0,91,
2012,4,8,11,-15,20,1017,60.35,0,0,42,
2012,4,8,12,-14,22,1016,66.16,0,0,20,
2012,4,8,13,-15,22,1015,71.08,0,0,18,
2012,4,8,14,-14,24,1014,76.89,0,0,23,
2012,4,8,15,-14,24,1013,84.94,0,0,23,
2012,4,8,16,-14,24,1012,90.75,0,0,22,
2012,4,8,17,-13,25,1012,95.67,0,0,66,
2012,4,8,18,-14,24,1012,97.46,0,0,17,
2012,4,8,19,-13,18,1013,4.02,0,0,16,
2012,4,8,20,-12,18,1013,7.15,0,0,27,
2012,4,8,21,-9,17,1013,8.94,0,0,31,
2012,4,8,22,-9,17,1013,12.07,0,0,47,
2012,4,8,23,-7,18,1014,15.2,0,0,49,
2012,4,9,0,-6,14,1014,16.99,0,0,63,
2012,4,9,1,-5,12,1014,18.78,0,0,79,
2012,4,9,2,-5,13,1014,20.57,0,0,80,
2012,4,9,3,-4,10,1014,22.36,0,0,100,
2012,4,9,4,-3,11,1014,25.49,0,0,111,
2012,4,9,5,-2,10,1014,27.28,0,0,148,
2012,4,9,6,-1,10,1015,29.07,0,0,150,
2012,4,9,7,0,10,1015,0.89,0,0,164,
2012,4,9,8,0,13,1016,0.89,0,0,164,
2012,4,9,9,0,16,1016,1.79,0,0,181,
2012,4,9,10,0,18,1015,4.92,0,0,183,
2012,4,9,11,0,21,1014,8.05,0,0,170,
2012,4,9,12,1,23,1012,12.97,0,0,171,
2012,4,9,13,1,24,1012,17.89,0,0,160,
2012,4,9,14,2,25,1011,22.81,0,0,163,
2012,4,9,15,4,25,1010,27.73,0,0,138,
2012,4,9,16,4,27,1009,34.88,0,0,119,
2012,4,9,17,3,26,1008,42.03,0,0,99,
2012,4,9,18,5,25,1009,46.95,0,0,108,
2012,4,9,19,5,24,1009,51.87,0,0,90,
2012,4,9,20,4,22,1010,55.89,0,0,70,
2012,4,9,21,4,22,1010,59.02,0,0,73,
2012,4,9,22,8,18,1011,60.81,0,0,79,
2012,4,9,23,7,18,1011,62.6,0,0,91,
2012,4,10,0,7,18,1011,64.39,0,0,81,
2012,4,10,1,7,17,1010,0.89,0,0,80,
2012,4,10,2,7,18,1010,3.13,0,0,91,
2012,4,10,3,7,17,1009,7.15,0,0,101,
2012,4,10,4,7,16,1009,11.17,0,0,107,
2012,4,10,5,7,15,1009,14.3,0,0,104,
2012,4,10,6,8,14,1009,0.89,0,0,94,
2012,4,10,7,9,14,1009,1.78,0,0,72,
2012,4,10,8,6,20,1009,8.05,0,0,68,
2012,4,10,9,6,21,1009,20.12,0,0,41,
2012,4,10,10,6,21,1010,28.17,0,0,45,
2012,4,10,11,8,21,1010,39.35,0,0,50,
2012,4,10,12,8,21,1009,49.18,0,0,62,
2012,4,10,13,8,22,1008,57.23,0,0,60,
2012,4,10,14,8,22,1007,65.28,0,0,54,
2012,4,10,15,8,22,1007,71.09,0,0,56,
2012,4,10,16,8,21,1006,78.24,0,0,56,
2012,4,10,17,7,20,1006,85.39,0,0,50,
2012,4,10,18,7,20,1007,90.31,0,0,49,
2012,4,10,19,13,15,1008,92.1,0,1,38,
2012,4,10,20,13,15,1010,5.81,0,2,32,
2012,4,10,21,12,14,1011,1.79,0,0,32,
2012,4,10,22,11,13,1011,1.79,0,0,51,
2012,4,10,23,12,13,1012,3.58,0,0,55,
2012,4,11,0,2,14,1013,7.15,0,0,37,
2012,4,11,1,-1,13,1014,7.15,0,0,38,
2012,4,11,2,-4,13,1015,8.05,0,0,13,
2012,4,11,3,-4,12,1016,12.97,0,0,12,
2012,4,11,4,-6,11,1017,18.78,0,0,9,
2012,4,11,5,-7,9,1018,5.81,0,0,6,
2012,4,11,6,-10,9,1019,11.62,0,0,7,
2012,4,11,7,-11,10,1020,18.77,0,0,8,
2012,4,11,8,-10,12,1021,24.58,0,0,10,
2012,4,11,9,-8,13,1020,29.5,0,0,10,
2012,4,11,10,-12,14,1020,34.42,0,0,29,
2012,4,11,11,-13,16,1018,39.34,0,0,15,
2012,4,11,12,-11,17,1017,44.26,0,0,14,
2012,4,11,13,-11,17,1016,49.18,0,0,14,
2012,4,11,14,-11,19,1013,56.33,0,0,14,
2012,4,11,15,-11,19,1013,63.48,0,0,18,
2012,4,11,16,-12,19,1012,71.53,0,0,15,
2012,4,11,17,-13,19,1011,78.68,0,0,9,
2012,4,11,18,-13,19,1010,83.6,0,0,8,
2012,4,11,19,-13,18,1010,4.92,0,0,43,
2012,4,11,20,-5,16,1011,12.07,0,0,22,
2012,4,11,21,-3,16,1011,17.88,0,0,32,
2012,4,11,22,-3,15,1011,21.9,0,0,40,
2012,4,11,23,-2,15,1011,25.92,0,0,39,
2012,4,12,0,-5,14,1011,4.02,0,0,45,
2012,4,12,1,-8,14,1011,8.04,0,0,52,
2012,4,12,2,-11,14,1011,11.17,0,0,51,
2012,4,12,3,-11,14,1010,14.3,0,0,33,
2012,4,12,4,-12,14,1010,17.43,0,0,49,
2012,4,12,5,-12,14,1009,21.45,0,0,46,
2012,4,12,6,-12,13,1010,24.58,0,0,57,
2012,4,12,7,-12,15,1010,29.5,0,0,68,
2012,4,12,8,-12,17,1010,34.42,0,0,47,
2012,4,12,9,-11,18,1010,42.47,0,0,13,
2012,4,12,10,-9,21,1010,50.52,0,0,40,
2012,4,12,11,-8,22,1009,58.57,0,0,22,
2012,4,12,12,-8,21,1008,64.38,0,0,16,
2012,4,12,13,-8,22,1007,4.02,0,0,22,
2012,4,12,14,-7,25,1007,3.13,0,0,13,
2012,4,12,15,-6,25,1006,7.15,0,0,22,
2012,4,12,16,-6,26,1005,11.17,0,0,24,
2012,4,12,17,-5,25,1005,0.89,0,0,18,
2012,4,12,18,-5,23,1005,3.13,0,0,17,
2012,4,12,19,-4,18,1005,6.26,0,0,10,
2012,4,12,20,-4,18,1006,9.39,0,0,19,
2012,4,12,21,-1,18,1007,11.18,0,0,29,
2012,4,12,22,-3,20,1007,14.31,0,0,28,
2012,4,12,23,-2,17,1008,0.89,0,0,33,
2012,4,13,0,-1,14,1009,1.78,0,0,51,
2012,4,13,1,1,12,1009,2.67,0,0,56,
2012,4,13,2,1,10,1009,0.89,0,0,84,
2012,4,13,3,1,10,1009,0.89,0,0,80,
2012,4,13,4,2,8,1008,1.78,0,0,77,
2012,4,13,5,2,7,1008,2.67,0,0,89,
2012,4,13,6,3,7,1009,3.12,0,0,63,
2012,4,13,7,4,12,1009,4.01,0,0,90,
2012,4,13,8,1,15,1010,1.79,0,0,91,
2012,4,13,9,2,18,1010,3.58,0,0,91,
2012,4,13,10,2,21,1009,5.37,0,0,86,
2012,4,13,11,0,23,1009,8.5,0,0,85,
2012,4,13,12,-1,26,1007,13.42,0,0,58,
2012,4,13,13,-3,27,1006,18.34,0,0,46,
2012,4,13,14,-3,27,1005,23.26,0,0,29,
2012,4,13,15,-3,26,1004,30.41,0,0,25,
2012,4,13,16,-3,27,1004,36.22,0,0,22,
2012,4,13,17,-2,25,1004,42.03,0,0,14,
2012,4,13,18,-1,24,1004,49.18,0,0,22,
2012,4,13,19,-1,23,1005,54.1,0,0,19,
2012,4,13,20,0,19,1005,57.23,0,0,20,
2012,4,13,21,-1,23,1006,64.38,0,0,24,
2012,4,13,22,0,22,1006,71.53,0,0,34,
2012,4,13,23,1,22,1006,78.68,0,0,47,
2012,4,14,0,1,21,1006,83.6,0,0,50,
2012,4,14,1,1,18,1007,85.39,0,0,44,
2012,4,14,2,2,17,1007,87.18,0,0,56,
2012,4,14,3,3,12,1007,0.89,0,0,56,
2012,4,14,4,3,11,1007,1.34,0,0,63,
2012,4,14,5,2,8,1007,1.79,0,0,72,
2012,4,14,6,4,10,1008,0.45,0,0,76,
2012,4,14,7,6,13,1008,0.9,0,0,92,
2012,4,14,8,4,18,1008,0.89,0,0,101,
2012,4,14,9,4,21,1008,0.89,0,0,112,
2012,4,14,10,4,23,1007,3.13,0,0,111,
2012,4,14,11,0,26,1007,6.26,0,0,89,
2012,4,14,12,-3,28,1006,10.28,0,0,51,
2012,4,14,13,-5,28,1005,14.3,0,0,49,
2012,4,14,14,-6,30,1004,20.11,0,0,29,
2012,4,14,15,-6,30,1002,25.92,0,0,34,
2012,4,14,16,-5,29,1002,33.97,0,0,36,
2012,4,14,17,-5,28,1002,41.12,0,0,31,
2012,4,14,18,-5,27,1002,50.06,0,0,22,
2012,4,14,19,-3,25,1003,55.87,0,0,22,
2012,4,14,20,-2,24,1003,60.79,0,0,34,
2012,4,14,21,0,24,1003,66.6,0,0,51,
2012,4,14,22,1,22,1003,71.52,0,0,63,
2012,4,14,23,2,20,1003,76.44,0,0,69,
2012,4,15,0,4,19,1003,81.36,0,0,79,
2012,4,15,1,5,18,1004,83.15,0,0,86,
2012,4,15,2,6,17,1004,84.94,0,0,84,
2012,4,15,3,6,16,1004,86.73,0,0,80,
2012,4,15,4,7,14,1005,1.79,0,0,83,
2012,4,15,5,8,14,1005,1.79,0,0,106,
2012,4,15,6,7,11,1005,0.89,0,0,114,
2012,4,15,7,9,14,1006,1.78,0,0,119,
2012,4,15,8,9,18,1007,3.57,0,0,139,
2012,4,15,9,3,20,1008,7.59,0,0,112,
2012,4,15,10,1,22,1008,11.61,0,0,84,
2012,4,15,11,-3,25,1008,17.42,0,0,52,
2012,4,15,12,-3,24,1008,22.34,0,0,35,
2012,4,15,13,-3,26,1008,25.47,0,0,29,
2012,4,15,14,-3,27,1007,4.02,0,0,27,
2012,4,15,15,6,26,1007,4.92,0,0,28,
2012,4,15,16,6,23,1007,10.73,0,0,24,
2012,4,15,17,5,22,1009,15.65,0,0,16,
2012,4,15,18,4,21,1009,20.57,0,0,115,
2012,4,15,19,4,19,1011,25.49,0,0,93,
2012,4,15,20,4,17,1013,30.41,0,0,75,
2012,4,15,21,3,15,1015,34.43,0,0,66,
2012,4,15,22,3,15,1016,38.45,0,0,68,
2012,4,15,23,2,14,1017,41.58,0,0,73,
2012,4,16,0,1,14,1017,45.6,0,0,56,
2012,4,16,1,0,13,1018,47.39,0,0,60,
2012,4,16,2,0,11,1018,0.89,0,0,20,
2012,4,16,3,1,10,1019,1.79,0,0,9,
2012,4,16,4,2,8,1019,4.92,0,0,8,
2012,4,16,5,2,7,1019,0.45,0,0,7,
2012,4,16,6,2,7,1020,1.34,0,0,22,
2012,4,16,7,1,12,1020,1.79,0,0,17,
2012,4,16,8,-7,16,1021,0.89,0,0,15,
2012,4,16,9,-12,18,1021,1.78,0,0,22,
2012,4,16,10,-12,18,1021,3.13,0,0,22,
2012,4,16,11,-11,20,1020,0.89,0,0,22,
